IdSource,IdTarget,Weight,Type
mord,saru,7,undirected
pipp,roha,7,undirected
sams,saur,7,undirected
sams,shel,7,undirected
sams,shir,7,undirected
comp,ganda,6,undirected
comp,orcs,6,undirected
elro,frod,6,undirected
elve,ents,6,undirected
elve,ganda,6,undirected
ents,orcs,6,undirected
eome,isen,6,undirected
fara,isil,6,undirected
fara,morg,6,undirected
fara,tiri,6,undirected
frod,gala,6,undirected
frod,gimli,6,undirected
frod,lori,6,undirected
frod,mori,6,undirected
frod,rive,6,undirected
frod,tiri,6,undirected
ganda,gond,6,undirected
goll,morg,6,undirected
gond,theod,6,undirected
isen,lego,6,undirected
isen,ring,6,undirected
lego,roha,6,undirected
ring,saru,6,undirected
roha,saur,6,undirected
arag,elve,5,undirected
arag,ents,5,undirected
arag,lori,5,undirected
arag,mori,5,undirected
boro,isil,5,undirected
boro,lori,5,undirected
boro,rive,5,undirected
comp,ring,5,undirected
dwar,elve,5,undirected
edor,isen,5,undirected
elen,gond,5,undirected
elro,ganda,5,undirected
elve,fara,5,undirected
elve,gimli,5,undirected
elve,orcs,5,undirected
ents,lego,5,undirected
ents,orth,5,undirected
eome,helm,5,undirected
eome,roha,5,undirected
eorl,ganda,5,undirected
frod,isil,5,undirected
ganda,rive,5,undirected
gimli,isen,5,undirected
goll,hobb,5,undirected
gond,roha,5,undirected
gond,sams,5,undirected
grim,isen,5,undirected
grim,roha,5,undirected
helm,theod,5,undirected
lori,sams,5,undirected
ring,saur,5,undirected
saur,tiri,5,undirected
theod,treeb,5,undirected
andu,frod,4,undirected
arag,edor,4,undirected
arag,eorl,4,undirected
arag,gala,4,undirected
arag,ring,4,undirected
arat,theod,4,undirected
bilb,frod,4,undirected
boro,merr,4,undirected
boro,pipp,4,undirected
boro,roha,4,undirected
comp,fara,4,undirected
comp,mori,4,undirected
comp,tiri,4,undirected
dene,gond,4,undirected
dene,tiri,4,undirected
dwar,gimli,4,undirected
edor,eome,4,undirected
edor,roha,4,undirected
edor,theod,4,undirected
elen,isil,4,undirected
elen,orth,4,undirected
elro,gala,4,undirected
elve,goll,4,undirected
elve,gond,4,undirected
elve,lego,4,undirected
ents,roha,4,undirected
ents,saur,4,undirected
eorl,roha,4,undirected
eorl,saru,4,undirected
fara,ring,4,undirected
frod,nazg,4,undirected
frod,osgi,4,undirected
gala,lori,4,undirected
gala,sams,4,undirected
ganda,goll,4,undirected
ganda,tiri,4,undirected
gimli,roha,4,undirected
gimli,saur,4,undirected
goll,gond,4,undirected
gond,isil,4,undirected
gond,mord,4,undirected
gond,osgi,4,undirected
gorb,sams,4,undirected
grim,orth,4,undirected
helm,lego,4,undirected
helm,saru,4,undirected
lego,saur,4,undirected
lego,sfax,4,undirected
lego,theod,4,undirected
lori,orcs,4,undirected
merr,orth,4,undirected
mord,pipp,4,undirected
mord,ring,4,undirected
morg,sams,4,undirected
orth,roha,4,undirected
ring,orcs,4,undirected
ring,treeb,4,undirected
rive,shir,4,undirected
roha,tiri,4,undirected
andu,osgi,3,undirected
andu,tiri,3,undirected
arag,dene,3,undirected
arag,dwar,3,undirected
arag,elro,3,undirected
arag,fara,3,undirected
arag,goll,3,undirected
arag,shir,3,undirected
arat,elen,3,undirected
arat,ganda,3,undirected
bilb,sams,3,undirected
boro,mori,3,undirected
boro,treeb,3,undirected
comp,dtow,3,undirected
comp,mord,3,undirected
comp,rive,3,undirected
comp,sams,3,undirected
dene,fara,3,undirected
dene,ganda,3,undirected
dtow,gond,3,undirected
dtow,mord,3,undirected
dtow,saru,3,undirected
duri,gimli,3,undirected
edor,eorl,3,undirected
edor,helm,3,undirected
edor,lego,3,undirected
elro,sams,3,undirected
elve,roha,3,undirected
elve,saur,3,undirected
ents,gimli,3,undirected
eorl,gond,3,undirected
eowy,theod,3,undirected
fara,nume,3,undirected
fara,orcs,3,undirected
frod,pipp,3,undirected
gala,ganda,3,undirected
gala,shir,3,undirected
ganda,helm,3,undirected
gimli,merr,3,undirected
gimli,mord,3,undirected
gimli,theod,3,undirected
goll,ring,3,undirected
gond,isen,3,undirected
gond,morg,3,undirected
gond,orth,3,undirected
grim,orcs,3,undirected
helm,orcs,3,undirected
isil,sams,3,undirected
lego,sams,3,undirected
lego,saru,3,undirected
mord,orth,3,undirected
mori,shir,3,undirected
nazg,sams,3,undirected
orth,orcs,3,undirected
orth,pipp,3,undirected
orth,theod,3,undirected
orth,treeb,3,undirected
pipp,ring,3,undirected
ring,rive,3,undirected
ring,roha,3,undirected
ring,tiri,3,undirected
rive,sams,3,undirected
roha,sfax,3,undirected
saru,sfax,3,undirected
saur,shel,3,undirected
saur,treeb,3,undirected
shel,orcs,3,undirected
andu,boro,2,undirected
andu,dene,2,undirected
andu,mord,2,undirected
andu,orcs,2,undirected
andu,saur,2,undirected
arag,cele,2,undirected
arag,eowy,2,undirected
arag,helm,2,undirected
arag,hobb,2,undirected
arag,isil,2,undirected
arag,rive,2,undirected
arat,gond,2,undirected
arat,lego,2,undirected
arat,roha,2,undirected
bilb,merr,2,undirected
boro,gala,2,undirected
boro,gimli,2,undirected
boro,loth,2,undirected
boro,saur,2,undirected
boro,shir,2,undirected
cele,treeb,2,undirected
comp,dene,2,undirected
comp,isil,2,undirected
comp,lori,2,undirected
comp,orth,2,undirected
comp,saru,2,undirected
dene,frod,2,undirected
dtow,fara,2,undirected
dtow,frod,2,undirected
dtow,ganda,2,undirected
dtow,isen,2,undirected
dtow,orcs,2,undirected
dtow,orth,2,undirected
dtow,ring,2,undirected
duri,lego,2,undirected
dwar,lego,2,undirected
edor,gimli,2,undirected
edor,saru,2,undirected
edor,sfax,2,undirected
elen,eome,2,undirected
elen,eorl,2,undirected
elen,fara,2,undirected
elen,frod,2,undirected
elen,saru,2,undirected
elro,elve,2,undirected
elro,fara,2,undirected
elro,gond,2,undirected
elro,rive,2,undirected
elro,shir,2,undirected
elve,isen,2,undirected
elve,loth,2,undirected
ents,theod,2,undirected
eome,eorl,2,undirected
eome,eowy,2,undirected
eome,gloi,2,undirected
eome,gond,2,undirected
eome,sfax,2,undirected
eorl,orth,2,undirected
eorl,sfax,2,undirected
eowy,ganda,2,undirected
eowy,saru,2,undirected
fara,lori,2,undirected
fara,mori,2,undirected
fara,roha,2,undirected
frod,loth,2,undirected
frod,merr,2,undirected
frod,roha,2,undirected
frod,shel,2,undirected
gala,gimli,2,undirected
gala,lego,2,undirected
gala,loth,2,undirected
gala,morg,2,undirected
gala,ring,2,undirected
gala,tomb,2,undirected
gala,treeb,2,undirected
ganda,gloi,2,undirected
ganda,isil,2,undirected
ganda,nazg,2,undirected
gimli,pipp,2,undirected
gimli,sfax,2,undirected
gloi,lego,2,undirected
gloi,saru,2,undirected
gloi,saur,2,undirected
goll,osgi,2,undirected
goll,shel,2,undirected
gond,orcs,2,undirected
gorb,orcs,2,undirected
grim,pipp,2,undirected
grim,sfax,2,undirected
grim,treeb,2,undirected
helm,isen,2,undirected
helm,sfax,2,undirected
isen,sams,2,undirected
isen,sfax,2,undirected
isen,tiri,2,undirected
lego,loth,2,undirected
lego,merr,2,undirected
lego,pipp,2,undirected
lori,mori,2,undirected
lori,ring,2,undirected
lori,rive,2,undirected
loth,rive,2,undirected
merr,mord,2,undirected
merr,ring,2,undirected
merr,rive,2,undirected
merr,sams,2,undirected
merr,shir,2,undirected
mord,roha,2,undirected
mord,theod,2,undirected
mord,tiri,2,undirected
morg,nazg,2,undirected
morg,orcs,2,undirected
morg,shel,2,undirected
mori,orcs,2,undirected
mori,rive,2,undirected
mori,sams,2,undirected
mori,saur,2,undirected
nazg,saru,2,undirected
orth,osgi,2,undirected
orth,ring,2,undirected
orth,saur,2,undirected
orth,sfax,2,undirected
osgi,tiri,2,undirected
pipp,sams,2,undirected
pipp,saur,2,undirected
pipp,sfax,2,undirected
rive,tiri,2,undirected
sams,saru,2,undirected
saru,tiri,2,undirected
andu,arag,1,undirected
andu,elve,1,undirected
andu,ents,1,undirected
andu,fara,1,undirected
andu,goll,1,undirected
andu,isil,1,undirected
andu,lori,1,undirected
andu,roha,1,undirected
andu,sams,1,undirected
arag,bilb,1,undirected
arag,gloi,1,undirected
arag,grim,1,undirected
arag,loth,1,undirected
arag,morg,1,undirected
arag,nazg,1,undirected
arat,comp,1,undirected
arat,edor,1,undirected
arat,eome,1,undirected
arat,frod,1,undirected
arat,gimli,1,undirected
arat,helm,1,undirected
arat,isil,1,undirected
arat,mori,1,undirected
arat,sfax,1,undirected
bage,sams,1,undirected
bilb,gala,1,undirected
bilb,ganda,1,undirected
bilb,goll,1,undirected
bilb,lori,1,undirected
boro,cele,1,undirected
boro,elen,1,undirected
boro,elro,1,undirected
boro,hobb,1,undirected
boro,isen,1,undirected
boro,lego,1,undirected
boro,mord,1,undirected
boro,osgi,1,undirected
boro,saru,1,undirected
boro,theod,1,undirected
bree,isen,1,undirected
bree,merr,1,undirected
bree,orcs,1,undirected
bree,rive,1,undirected
bree,roha,1,undirected
bree,sams,1,undirected
bree,saru,1,undirected
bree,shir,1,undirected
cele,gond,1,undirected
comp,elro,1,undirected
comp,eome,1,undirected
comp,gimli,1,undirected
comp,grim,1,undirected
comp,isen,1,undirected
comp,roha,1,undirected
comp,saur,1,undirected
dene,edor,1,undirected
dene,eorl,1,undirected
dene,isil,1,undirected
dene,orcs,1,undirected
dene,osgi,1,undirected
dene,ring,1,undirected
dene,roha,1,undirected
dene,sams,1,undirected
dene,saur,1,undirected
dene,sfax,1,undirected
dene,theod,1,undirected
dtow,goll,1,undirected
dtow,nazg,1,undirected
dtow,pipp,1,undirected
dtow,rive,1,undirected
dtow,sams,1,undirected
duri,dwar,1,undirected
duri,gala,1,undirected
duri,ganda,1,undirected
duri,gloi,1,undirected
duri,helm,1,undirected
duri,saur,1,undirected
dwar,fara,1,undirected
dwar,ganda,1,undirected
dwar,gloi,1,undirected
dwar,goll,1,undirected
dwar,helm,1,undirected
dwar,orcs,1,undirected
dwar,saur,1,undirected
edor,grim,1,undirected
elen,elro,1,undirected
elen,elve,1,undirected
elen,ganda,1,undirected
elen,grim,1,undirected
elen,isen,1,undirected
elen,nume,1,undirected
elen,orcs,1,undirected
elen,osgi,1,undirected
elen,pipp,1,undirected
elen,roha,1,undirected
elen,sfax,1,undirected
elen,theod,1,undirected
elen,tiri,1,undirected
elro,ents,1,undirected
elro,gimli,1,undirected
elro,goll,1,undirected
elro,isen,1,undirected
elro,loth,1,undirected
elro,morg,1,undirected
elro,mori,1,undirected
elro,nazg,1,undirected
elro,nume,1,undirected
elro,orcs,1,undirected
elro,orth,1,undirected
elro,osgi,1,undirected
elro,ring,1,undirected
elro,roha,1,undirected
elro,saur,1,undirected
elro,tomb,1,undirected
elro,treeb,1,undirected
elve,gala,1,undirected
elve,lori,1,undirected
elve,mord,1,undirected
elve,morg,1,undirected
elve,mori,1,undirected
elve,nume,1,undirected
elve,saru,1,undirected
elve,shel,1,undirected
elve,shir,1,undirected
elve,theod,1,undirected
elve,tiri,1,undirected
ents,eorl,1,undirected
ents,frod,1,undirected
ents,gala,1,undirected
ents,gloi,1,undirected
ents,gond,1,undirected
ents,grim,1,undirected
ents,loth,1,undirected
ents,mord,1,undirected
ents,mori,1,undirected
ents,nazg,1,undirected
ents,rive,1,undirected
ents,sams,1,undirected
ents,shir,1,undirected
ents,tiri,1,undirected
ents,tomb,1,undirected
eome,hobb,1,undirected
eome,orth,1,undirected
eome,saur,1,undirected
eome,tiri,1,undirected
eome,treeb,1,undirected
eorl,gimli,1,undirected
eorl,grim,1,undirected
eorl,isen,1,undirected
eorl,lego,1,undirected
eorl,mord,1,undirected
eorl,orcs,1,undirected
eorl,saur,1,undirected
eorl,tiri,1,undirected
eorl,treeb,1,undirected
eowy,grim,1,undirected
eowy,roha,1,undirected
fara,gala,1,undirected
fara,hobb,1,undirected
fara,mord,1,undirected
fara,nazg,1,undirected
fara,osgi,1,undirected
fara,rive,1,undirected
fara,saur,1,undirected
fara,shir,1,undirected
frod,hobb,1,undirected
frod,hton,1,undirected
frod,isen,1,undirected
frod,lego,1,undirected
frod,mdoo,1,undirected
frod,nume,1,undirected
frod,orth,1,undirected
frod,saru,1,undirected
frod,sfax,1,undirected
gala,helm,1,undirected
gala,mori,1,undirected
gala,nazg,1,undirected
gala,orcs,1,undirected
gala,rive,1,undirected
gala,roha,1,undirected
gala,saru,1,undirected
ganda,lori,1,undirected
ganda,loth,1,undirected
ganda,morg,1,undirected
ganda,nume,1,undirected
ganda,osgi,1,undirected
ganda,shir,1,undirected
gild,merr,1,undirected
gild,pipp,1,undirected
gild,sams,1,undirected
gimli,grim,1,undirected
gimli,helm,1,undirected
gimli,loth,1,undirected
gimli,mori,1,undirected
gimli,orth,1,undirected
gimli,rive,1,undirected
gimli,sams,1,undirected
gimli,tiri,1,undirected
gloi,isen,1,undirected
gloi,roha,1,undirected
gloi,treeb,1,undirected
goll,isil,1,undirected
goll,lori,1,undirected
goll,nazg,1,undirected
goll,nume,1,undirected
goll,pipp,1,undirected
goll,shir,1,undirected
gond,grim,1,undirected
gond,helm,1,undirected
gond,nume,1,undirected
gond,ring,1,undirected
gond,rive,1,undirected
gond,sfax,1,undirected
gond,shel,1,undirected
gond,shir,1,undirected
gond,treeb,1,undirected
gorb,morg,1,undirected
gorb,shel,1,undirected
grim,helm,1,undirected
grim,merr,1,undirected
hald,sams,1,undirected
helm,merr,1,undirected
helm,nazg,1,undirected
helm,pipp,1,undirected
helm,treeb,1,undirected
hobb,mori,1,undirected
hobb,pipp,1,undirected
hobb,rive,1,undirected
hobb,sams,1,undirected
hobb,saur,1,undirected
hobb,shir,1,undirected
hobb,theod,1,undirected
hobb,tiri,1,undirected
hton,ring,1,undirected
hton,sams,1,undirected
hton,shir,1,undirected
hton,treeb,1,undirected
isen,lori,1,undirected
isen,mori,1,undirected
isen,nazg,1,undirected
isen,osgi,1,undirected
isen,shir,1,undirected
isil,mord,1,undirected
isil,nume,1,undirected
isil,rive,1,undirected
lego,mord,1,undirected
lego,mori,1,undirected
lego,ring,1,undirected
lori,merr,1,undirected
lori,mord,1,undirected
lori,pipp,1,undirected
lori,saru,1,undirected
lori,saur,1,undirected
lori,shir,1,undirected
lori,tomb,1,undirected
loth,mori,1,undirected
loth,nazg,1,undirected
loth,sams,1,undirected
loth,shir,1,undirected
loth,tomb,1,undirected
loth,treeb,1,undirected
mdoo,sams,1,undirected
merr,saur,1,undirected
merr,theod,1,undirected
merr,tiri,1,undirected
mord,mori,1,undirected
mord,nazg,1,undirected
mord,osgi,1,undirected
mord,rive,1,undirected
mord,sfax,1,undirected
mord,shir,1,undirected
mord,treeb,1,undirected
morg,nume,1,undirected
morg,osgi,1,undirected
morg,ring,1,undirected
morg,saur,1,undirected
morg,tiri,1,undirected
mori,nazg,1,undirected
mori,ring,1,undirected
mori,saru,1,undirected
mori,sfax,1,undirected
mori,tiri,1,undirected
mori,tomb,1,undirected
mori,treeb,1,undirected
nazg,nume,1,undirected
nazg,orth,1,undirected
nazg,osgi,1,undirected
nazg,ring,1,undirected
nazg,rive,1,undirected
nazg,roha,1,undirected
nazg,saur,1,undirected
nazg,shir,1,undirected
nazg,tomb,1,undirected
nume,roha,1,undirected
nume,sams,1,undirected
nume,saur,1,undirected
nume,tiri,1,undirected
orth,rive,1,undirected
orth,sams,1,undirected
osgi,sams,1,undirected
osgi,saru,1,undirected
pipp,shir,1,undirected
pipp,tiri,1,undirected
ring,shel,1,undirected
ring,theod,1,undirected
ring,tomb,1,undirected
rive,orcs,1,undirected
rive,roha,1,undirected
rive,sfax,1,undirected
rive,tomb,1,undirected
rive,treeb,1,undirected
roha,sams,1,undirected
roha,shir,1,undirected
sams,tiri,1,undirected
sams,tomb,1,undirected
sams,treeb,1,undirected
saru,shir,1,undirected
saur,shir,1,undirected
saur,theod,1,undirected
sfax,orcs,1,undirected
shir,theod,1,undirected
shir,tiri,1,undirected
shir,tomb,1,undirected
theod,orcs,1,undirected
tiri,treeb,1,undirected
